id,name,category,lat,lon,state,source,metadata_json,external_id
superfund_CTD001452093,DURHAM MEADOWS,superfund_npl,41.47701336,-72.68083447,CT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""CTD001452093""}",CTD001452093
superfund_VTD000860239,OLD SPRINGFIELD LANDFILL,superfund_npl,43.27331793,-72.46495076,VT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""VTD000860239""}",VTD000860239
superfund_VTD981062441,PARKER SANITARY LANDFILL,superfund_npl,44.51667008,-71.99219127,VT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""VTD981062441""}",VTD981062441
superfund_VTD980523062,PINE STREET CANAL,superfund_npl,44.46535674,-73.21699981,VT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""VTD980523062""}",VTD980523062
superfund_NHD980671069,SOUTH MUNICIPAL WATER SUPPLY WELL,superfund_npl,42.85148718,-71.96507589,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD980671069""}",NHD980671069
superfund_NHD981889629,MOHAWK TANNERY,superfund_npl,42.76442933,-71.48605569,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD981889629""}",NHD981889629
superfund_MAD079510780,CANNON ENGINEERING CORP. (CEC),superfund_npl,41.97222316,-71.02484948,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD079510780""}",MAD079510780
superfund_MAD980732341,HOCOMONCO POND,superfund_npl,42.27251339,-71.64606517,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD980732341""}",MAD980732341
superfund_CTD001153923,LINEMASTER SWITCH CORP.,superfund_npl,41.93993280,-71.96648750,CT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""CTD001153923""}",CTD001153923
superfund_MAD980731335,NEW BEDFORD,superfund_npl,41.57553915,-70.89573937,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD980731335""}",MAD980731335
superfund_MED980732291,PINETTE'S SALVAGE YARD,superfund_npl,46.77823094,-68.16960034,ME,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MED980732291""}",MED980732291
superfund_MAD980520696,SUTTON BROOK DISPOSAL AREA,superfund_npl,42.59424602,-71.17804601,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD980520696""}",MAD980520696
superfund_CTD001186618,"RAYMARK INDUSTRIES, INC.",superfund_npl,41.18589216,-73.11920713,CT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""CTD001186618""}",CTD001186618
superfund_MAD980732168,WELLS G&H,superfund_npl,42.49754638,-71.12884750,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD980732168""}",MAD980732168
superfund_NHD001091453,NEW HAMPSHIRE PLATING CO.,superfund_npl,42.85329135,-71.48674420,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD001091453""}",NHD001091453
superfund_NHD980503361,MOTTOLO PIG FARM,superfund_npl,42.98944722,-71.17427313,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD980503361""}",NHD980503361
superfund_MED981073711,EASTERN SURPLUS,superfund_npl,45.03936677,-67.35783843,ME,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MED981073711""}",MED981073711
superfund_MED980731475,O'CONNOR CO.,superfund_npl,44.30335661,-69.73727821,ME,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MED980731475""}",MED980731475
superfund_MED980520241,SACO TANNERY WASTE PITS,superfund_npl,43.56217601,-70.42249578,ME,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MED980520241""}",MED980520241
superfund_VTD000509174,"TANSITOR ELECTRONICS, INC.",superfund_npl,42.87763340,-73.26531740,VT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""VTD000509174""}",VTD000509174
superfund_MED042143883,"UNION CHEMICAL CO., INC.",superfund_npl,44.21431113,-69.19645775,ME,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MED042143883""}",MED042143883
superfund_MAD001002252,"W.R. GRACE & CO., INC. (ACTON PLANT)",superfund_npl,42.45598448,-71.42177530,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD001002252""}",MAD001002252
superfund_MAD001060805,HATHEWAY & PATTERSON,superfund_npl,42.03718449,-71.22221870,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD001060805""}",MAD001060805
superfund_MAD980731343,SULLIVAN'S LEDGE,superfund_npl,41.65913444,-70.95647595,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD980731343""}",MAD980731343
superfund_MAD990685422,Nyanza Chemical Waste Dump,superfund_npl,42.26119214,-71.47114762,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD990685422""}",MAD990685422
superfund_NHD018958140,BEEDE WASTE OIL,superfund_npl,42.85507293,-71.10376209,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD018958140""}",NHD018958140
superfund_NHD990717647,OTTATI & GOSS/KINGSTON STEEL DRUM,superfund_npl,42.89586499,-71.07635452,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD990717647""}",NHD990717647
superfund_RID981063993,WEST KINGSTON TOWN DUMP/URI DISPOSAL AREA,superfund_npl,41.49750609,-71.53193281,RI,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""RID981063993""}",RID981063993
superfund_MED980504435,WINTHROP LANDFILL,superfund_npl,44.27687250,-69.98719740,ME,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MED980504435""}",MED980504435
superfund_NHD001079649,FLETCHER'S PAINT WORKS & STORAGE,superfund_npl,42.83625934,-71.65662896,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD001079649""}",NHD001079649
superfund_MED980524128,CALLAHAN MINING CORP,superfund_npl,44.34678268,-68.80685148,ME,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MED980524128""}",MED980524128
superfund_NHD980524086,AUBURN ROAD LANDFILL,superfund_npl,42.93435075,-71.35230270,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD980524086""}",NHD980524086
superfund_NHD989090469,TIBBETTS ROAD,superfund_npl,43.17963402,-71.03380552,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD989090469""}",NHD989090469
superfund_MAD980524169,ROSE DISPOSAL PIT,superfund_npl,42.50661548,-73.26892440,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD980524169""}",MAD980524169
superfund_VTD980520092,BFI SANITARY LANDFILL (ROCKINGHAM),superfund_npl,43.22649943,-72.43942325,VT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""VTD980520092""}",VTD980520092
superfund_RID980520183,CENTRAL LANDFILL,superfund_npl,41.80787352,-71.53654856,RI,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""RID980520183""}",RID980520183
superfund_NHD092059112,KEEFE ENVIRONMENTAL SERVICES (KES),superfund_npl,43.02389169,-71.03409572,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD092059112""}",NHD092059112
superfund_RID055176283,"PETERSON/PURITAN, INC.",superfund_npl,41.92480046,-71.42294713,RI,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""RID055176283""}",RID055176283
superfund_VTD988366720,PIKE HILL COPPER MINE,superfund_npl,44.06136180,-72.30613967,VT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""VTD988366720""}",VTD988366720
superfund_NHD062004569,TINKHAM GARAGE,superfund_npl,42.85748628,-71.34869491,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD062004569""}",NHD062004569
superfund_VTD003965415,BURGESS BROTHERS LANDFILL,superfund_npl,42.87806600,-73.15024400,VT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""VTD003965415""}",VTD003965415
superfund_VTD069910354,POWNAL TANNERY,superfund_npl,42.79743286,-73.26787106,VT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""VTD069910354""}",VTD069910354
superfund_CTD980670806,OLD SOUTHINGTON LANDFILL,superfund_npl,41.58136156,-72.88369240,CT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""CTD980670806""}",CTD980670806
superfund_NHD980520225,SOMERSWORTH SANITARY LANDFILL,superfund_npl,43.24823724,-70.88665075,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD980520225""}",NHD980520225
superfund_NHD099363541,SYLVESTER,superfund_npl,42.72035326,-71.52424078,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD099363541""}",NHD099363541
superfund_CTD981067317,CHESHIRE GROUND WATER CONTAMINATION,superfund_npl,41.55054162,-72.91887861,CT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""CTD981067317""}",CTD981067317
superfund_VTD988366621,ELIZABETH MINE,superfund_npl,43.82238295,-72.33139255,VT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""VTD988366621""}",VTD988366621
superfund_MAD980523336,HAVERHILL MUNICIPAL LANDFILL,superfund_npl,42.75331562,-71.04665272,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD980523336""}",MAD980523336
superfund_CTD004532610,REVERE TEXTILE PRINTS CORP.,superfund_npl,41.70793989,-71.82822523,CT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""CTD004532610""}",CTD004532610
superfund_MAD076580950,INDUSTRI-PLEX,superfund_npl,42.51100086,-71.13751807,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD076580950""}",MAD076580950
superfund_MAD980520621,"RE-SOLVE, INC.",superfund_npl,41.68819070,-71.03257679,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD980520621""}",MAD980520621
superfund_RID980521025,ROSE HILL REGIONAL LANDFILL,superfund_npl,41.47116564,-71.49187301,RI,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""RID980521025""}",RID980521025
superfund_MAD001026319,ATLAS TACK CORP.,superfund_npl,41.63390305,-70.89302325,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD001026319""}",MAD001026319
superfund_MAD980525232,PLYMOUTH HARBOR/CANNON ENGINEERING CORP.,superfund_npl,41.97971366,-70.68421945,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD980525232""}",MAD980525232
superfund_MAD001041987,BAIRD & MCGUIRE,superfund_npl,42.14968818,-71.02629355,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD001041987""}",MAD001041987
superfund_MAD003809266,CHARLES GEORGE RECLAMATION TRUST LANDFILL,superfund_npl,42.66928520,-71.44386969,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD003809266""}",MAD003809266
superfund_MAD980670566,NORWOOD PCBS,superfund_npl,42.18077910,-71.19130833,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD980670566""}",MAD980670566
superfund_MAD980731483,PSC RESOURCES,superfund_npl,42.15350956,-72.32979819,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD980731483""}",MAD980731483
superfund_CTD009717604,SOLVENTS RECOVERY SERVICE OF NEW ENGLAND,superfund_npl,41.61783484,-72.87567403,CT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""CTD009717604""}",CTD009717604
superfund_CTD980669261,NUTMEG VALLEY ROAD,superfund_npl,41.57551773,-72.99818314,CT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""CTD980669261""}",CTD980669261
superfund_RID009764929,WESTERN SAND & GRAVEL,superfund_npl,41.97021038,-71.59856995,RI,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""RID009764929""}",RID009764929
superfund_CTD009774969,YAWORSKI WASTE LAGOON,superfund_npl,41.66882248,-71.96455389,CT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""CTD009774969""}",CTD009774969
superfund_RID980731442,STAMINA MILLS,superfund_npl,41.99734633,-71.56496900,RI,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""RID980731442""}",RID980731442
superfund_CTD108960972,GALLUP'S QUARRY,superfund_npl,41.66607088,-71.92547216,CT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""CTD108960972""}",CTD108960972
superfund_CTD072122062,BEACON HEIGHTS LANDFILL,superfund_npl,41.43218686,-73.03494677,CT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""CTD072122062""}",CTD072122062
superfund_MAD980503973,SHPACK LANDFILL,superfund_npl,41.94314402,-71.23439101,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD980503973""}",MAD980503973
superfund_NHD981063860,TOWN GARAGE/RADIO BEACON,superfund_npl,42.86156495,-71.39097018,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD981063860""}",NHD981063860
superfund_MAD062166335,"NUCLEAR METALS, INC.",superfund_npl,42.44175462,-71.42065096,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD062166335""}",MAD062166335
superfund_CTD980521165,"LAUREL PARK, INC.",superfund_npl,41.47693503,-73.07108701,CT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""CTD980521165""}",CTD980521165
superfund_MAD001409408,MICROFAB INC (FORMER),superfund_npl,42.84191693,-70.95905114,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD001409408""}",MAD001409408
superfund_CTD980732333,BARKHAMSTED-NEW HARTFORD LANDFILL,superfund_npl,41.89260380,-72.99148908,CT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""CTD980732333""}",CTD980732333
superfund_MAD001197755,WALTON & LONSBURY INC.,superfund_npl,41.95740549,-71.29709889,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD001197755""}",MAD001197755
superfund_MAN000106144,BJAT LLC,superfund_npl,42.07517852,-71.41052080,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAN000106144""}",MAN000106144
superfund_VTD048141741,"JARD COMPANY, INC.",superfund_npl,42.89125142,-73.19154536,VT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""VTD048141741""}",VTD048141741
superfund_VTD981064223,BENNINGTON MUNICIPAL SANITARY LANDFILL,superfund_npl,42.92138326,-73.19493149,VT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""VTD981064223""}",VTD981064223
superfund_NHD980520217,TROY MILLS LANDFILL,superfund_npl,42.80265818,-72.18671463,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD980520217""}",NHD980520217
superfund_CTD051316313,PRECISION PLATING CORP.,superfund_npl,41.84795655,-72.44868018,CT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""CTD051316313""}",CTD051316313
superfund_MED980524078,MCKIN CO.,superfund_npl,43.88803660,-70.28816882,ME,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MED980524078""}",MED980524078
superfund_MAD980732317,GROVELAND WELLS,superfund_npl,42.74532866,-71.04065072,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD980732317""}",MAD980732317
superfund_MAD000192393,SILRESIM CHEMICAL CORP.,superfund_npl,42.62922042,-71.31333227,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD000192393""}",MAD000192393
superfund_VTD988366571,ELY COPPER MINE,superfund_npl,43.92918283,-72.28236618,VT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""VTD988366571""}",VTD988366571
superfund_NHD980671002,SAVAGE MUNICIPAL WATER SUPPLY,superfund_npl,42.84381932,-71.68978348,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD980671002""}",NHD980671002
superfund_MAD001031574,CREESE & COOK TANNERY (FORMER),superfund_npl,42.55368533,-70.92849109,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD001031574""}",MAD001031574
superfund_VTD980520118,DARLING HILL DUMP,superfund_npl,44.55464717,-71.98419351,VT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""VTD980520118""}",VTD980520118
superfund_MED980915474,EASTLAND WOOLEN MILL,superfund_npl,44.92200142,-69.26080536,ME,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MED980915474""}",MED980915474
superfund_RID980731459,DAVIS (GSR) LANDFILL,superfund_npl,41.91781101,-71.58813889,RI,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""RID980731459""}",RID980731459
superfund_MAD982191363,BLACKBURN & UNION PRIVILEGES,superfund_npl,42.13981833,-71.25262483,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD982191363""}",MAD982191363
superfund_NHD062002001,KEARSARGE METALLURGICAL CORP.,superfund_npl,43.97259940,-71.12809512,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHD062002001""}",NHD062002001
superfund_NHN000103313,CHLOR-ALKALI FACILITY (FORMER),superfund_npl,44.47770975,-71.16608940,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NHN000103313""}",NHN000103313
superfund_MAD051787323,IRON HORSE PARK,superfund_npl,42.58348298,-71.25888586,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD051787323""}",MAD051787323
superfund_MEN000103584,LEEDS METAL,superfund_npl,44.23716459,-70.08087586,ME,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MEN000103584""}",MEN000103584
superfund_MEN000106078,KEDDY MILL,superfund_npl,43.73439262,-70.42327017,ME,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MEN000106078""}",MEN000106078
superfund_CTD980906515,NEW LONDON SUBMARINE BASE,superfund_npl,41.39953820,-72.08614459,CT,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""CTD980906515""}",CTD980906515
superfund_MA0213820939,MATERIALS TECHNOLOGY LABORATORY (USARMY),superfund_npl,42.36189070,-71.16535552,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MA0213820939""}",MA0213820939
superfund_MA1210020631,"NATICK LABORATORY ARMY RESEARCH, DEVELOPMENT, AND ENGINEERING CENTER",superfund_npl,42.28993050,-71.36242869,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MA1210020631""}",MA1210020631
superfund_MA2170022022,SOUTH WEYMOUTH NAVAL AIR STATION,superfund_npl,42.15280630,-70.93807024,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MA2170022022""}",MA2170022022
superfund_MA2570024487,OTIS AIR NATIONAL GUARD BASE/CAMP EDWARDS,superfund_npl,41.70037244,-70.54483864,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MA2570024487""}",MA2570024487
superfund_MA6170023570,NAVAL WEAPONS INDUSTRIAL RESERVE PLANT,superfund_npl,42.47728003,-71.28917924,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MA6170023570""}",MA6170023570
superfund_MA7210025154,FORT DEVENS,superfund_npl,42.51850457,-71.63713571,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MA7210025154""}",MA7210025154
superfund_MA8570024424,HANSCOM FIELD/HANSCOM AIR FORCE BASE,superfund_npl,42.47107126,-71.28718024,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MA8570024424""}",MA8570024424
superfund_MAD980520670,FORT DEVENS-SUDBURY TRAINING ANNEX,superfund_npl,42.40641005,-71.47395397,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD980520670""}",MAD980520670
superfund_ME7170022019,PORTSMOUTH NAVAL SHIPYARD,superfund_npl,43.08009595,-70.73425243,ME,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""ME7170022019""}",ME7170022019
superfund_ME8170022018,BRUNSWICK NAVAL AIR STATION,superfund_npl,43.88622327,-69.93253348,ME,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""ME8170022018""}",ME8170022018
superfund_ME9570024522,LORING AIR FORCE BASE,superfund_npl,46.94932897,-67.89230923,ME,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""ME9570024522""}",ME9570024522
superfund_NH7570024847,PEASE AIR FORCE BASE,superfund_npl,43.08174116,-70.82250274,NH,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""NH7570024847""}",NH7570024847
superfund_RI6170022036,DAVISVILLE NAVAL CONSTRUCTION BATTALION CENTER,superfund_npl,41.61413220,-71.44698051,RI,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""RI6170022036""}",RI6170022036
superfund_RI6170085470,NEWPORT NAVAL EDUCATION & TRAINING CENTER,superfund_npl,41.54196343,-71.30476883,RI,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""RI6170085470""}",RI6170085470
superfund_RID980523070,DAVIS LIQUID WASTE,superfund_npl,41.92406817,-71.57588571,RI,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""RID980523070""}",RID980523070
superfund_MAD002084093,GE - HOUSATONIC RIVER,superfund_npl,41.85800525,-73.29438397,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD002084093""}",MAD002084093
superfund_MAD001403104,OLIN CHEMICAL,superfund_npl,42.52818641,-71.16327687,MA,EPA NPL Superfund,"{""layer"":""SITE_BOUNDARIES_SF"",""geometry_fallback"":""centroid"",""external_id"":""MAD001403104""}",MAD001403104
